"id";"page";"site_title";"original_file_name";"extension";"url";"download_status";"direction";"package";"content_short";"year";"proposed_name";"ocr_status";"notes"
"60";"2";"Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Стаціонарна допомога дорослим та дітям без проведення хірургічних операцій» — Терапія Додаток 3";"1FsyyQLTBgaF5n8RpkpoDW9sb44k3HrKYIkVLDOA.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/1FsyyQLTBgaF5n8RpkpoDW9sb44k3HrKYIkVLDOA.docx";"не завантажено";"";"";"";"";"";"";""
"61";"3";"Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Стаціонарна допомога дорослим та дітям без проведення хірургічних операцій» — Терапія Додаток 1";"zammuIw0EixzaQFWoFkxBkoMC4CRgclzup9pLyuI.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/zammuIw0EixzaQFWoFkxBkoMC4CRgclzup9pLyuI.docx";"не завантажено";"";"";"";"";"";"";""
"62";"3";"Роз'яснення, що у випадку перебування військовослужбовця на стаціонарному лікуванні або реабілітації в закладі охорони здоров'я і наявності медичних показів щодо отримання послуг із зуболікування та/або зубопротезування, він має право їх отримати і ці послуги будуть оплачені";"VAPs7T6WVboVqCfrK9Bpj4GTLccavEq0bRouW3sm.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/VAPs7T6WVboVqCfrK9Bpj4GTLccavEq0bRouW3sm.pdf";"не завантажено";"";"";"";"";"";"";""
"63";"3";"Роз'яснення щодо механізму створення електронних медичних записів (далі - ЕМЗ) при необхідності надання додаткових медичних послуг під час оцінюванні експертними командами повсякденного функціонування особи";"6Ell1lSe2bdVerKqDuEuPPi7Q13gGBjPzhgVH3xx.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/6Ell1lSe2bdVerKqDuEuPPi7Q13gGBjPzhgVH3xx.pdf";"не завантажено";"";"";"";"";"";"";""
"64";"3";"Роз'яснення стосовно звітів про обсяг медичних послуг з надання первинної медичної допомоги за жовтень 2024 року";"fDXPNUGXupRTfxjYBk4GChK7COxx75K0X8x3Fpyg.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/fDXPNUGXupRTfxjYBk4GChK7COxx75K0X8x3Fpyg.pdf";"не завантажено";"";"";"";"";"";"";""
"65";"3";"Роз’яснення щодо принципу оплати та обліку наданих медичних послуг за пакетом медичних послуг «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах» — Додаток 2 Лікарі, які можуть відкривати епізод «Лікування» в рамках пакету";"elZ3YzVVw4mE1AqryeWSp22MhUDUw49H2Ur3ZCTX.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/elZ3YzVVw4mE1AqryeWSp22MhUDUw49H2Ur3ZCTX.docx";"не завантажено";"";"";"";"";"";"";""
"66";"3";"Роз'яснення щодо принципу оплати послуг, а також щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетами медичних послуг «Реабілітаційна допомога дорослим і дітям у амбулаторних умовах» та «Реабілітаційна допомога дорослим і дітям у стаціонарних умовах» — Додаток 2. Розподіл фахівців з реабілітації за фахом та перелік інтервенцій, які повинні ними виконуватися";"pkiOkhb8rjjGZGNRuQ5EAMZ77hUlkNDnAItC1WnW.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/pkiOkhb8rjjGZGNRuQ5EAMZ77hUlkNDnAItC1WnW.docx";"не завантажено";"";"";"";"";"";"";""
"67";"3";"Додаткове роз'яснення щодо створення електронних медичних записів (далі - ЕМЗ) ""План лікування"" при наданні медичних послуг за пакетом ""Профілактика, діагностика, спостереження та лікування в амбулаторних умовах""";"EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf";"не завантажено";"";"";"";"";"";"";""
"68";"3";"Роз'яснення щодо правил кодування основного та додаткових діагнозів у пролікованих випадках, коли діагностика та оцінювання стану проводилось пацієнтам, які скеровані військово-лікарською комісією, і яким не підтверджено діагноз класу Е";"hYbaTjtd6pa1E2IF3w6AG4tZBk85sEYWwMIxLV0k.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/hYbaTjtd6pa1E2IF3w6AG4tZBk85sEYWwMIxLV0k.pdf";"не завантажено";"";"";"";"";"";"";""
"69";"3";"Роз'яснення щодо створення електронних медичних записів (далі - ЕМЗ) ""План лікування"" при наданні медичних послуг за пакетом ""Профілактика, діагностика, спостереження та лікування в амбулаторних умовах""";"EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf";"не завантажено";"";"";"";"";"";"";""
"70";"3";"Контрактування 2025: щодо додаткової послуги з супроводу та лікування дорослих та дітей, хворих на туберкульоз, на первинному рівні медичної допомоги";"RuE2mgFonfJt3NAWCTxlEHYeF4U0F7acmwvMuo77.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/RuE2mgFonfJt3NAWCTxlEHYeF4U0F7acmwvMuo77.pdf";"не завантажено";"";"";"";"";"";"";""
"71";"3";"Роз'яснення щодо надання спеціалізованої медичної допомоги на 2025 рік та уникнення проблемних питань під час розгляду пропозицій для укладення договорів на 2025 рік";"jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf";"не завантажено";"";"";"";"";"";"";""
"72";"3";"Роз'яснення про розміщення оголошення про укладення договору щодо надання первинної медичної допомоги на 2025 рік";"YtezrJGQ8IPTxvaaCiGygNgGnOKsQDtbOGdHeXKZ.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/YtezrJGQ8IPTxvaaCiGygNgGnOKsQDtbOGdHeXKZ.pdf";"не завантажено";"";"";"";"";"";"";""
"73";"3";"Роз'яснення щодо зміни порядку подання пропозицій про укладення договору щодо надання первинної медичної допомоги на 2025 рік";"rgJsfDiVQXCEHye6X0VZMJZgwQbpRnp0te0gK1Cw.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/rgJsfDiVQXCEHye6X0VZMJZgwQbpRnp0te0gK1Cw.pdf";"не завантажено";"";"";"";"";"";"";""
"74";"3";"Роз'яснення надавачам медичних послуг, що надають первинну медичну допомогу";"RV6P9OmltQyGDnLSAZZFSabGYxgzdE5b1a40l9HP.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/RV6P9OmltQyGDnLSAZZFSabGYxgzdE5b1a40l9HP.pdf";"не завантажено";"";"";"";"";"";"";""
"75";"3";"Роз'яснення щодо надання спеціалізованої медичної допомоги на 2025 рік та уникнення проблемних питань під час розгляду пропозицій для укладення договорів на 2025 рік";"jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf";"не завантажено";"";"";"";"";"";"";""
"76";"3";"Роз'яснення щодо наявності у структурі надавача лабораторій мікробіологічного профілю з 01 січня 2025 року";"xIuDmWueRS7CRBLEiGkfygklGsqKrGTNU9AAUkX8.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/xIuDmWueRS7CRBLEiGkfygklGsqKrGTNU9AAUkX8.pdf";"не завантажено";"";"";"";"";"";"";""
"77";"3";"Роз'яснення щодо верифікації даних про пацієнтів";"n9nH0ArDfBIRbAFKgQpI0cwmlOcODUbfuM622xN2.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/n9nH0ArDfBIRbAFKgQpI0cwmlOcODUbfuM622xN2.pdf";"не завантажено";"";"";"";"";"";"";""
"78";"3";"Роз'яснення щодо інформування щодо кодування діагнозів/інтервенцій у електронних медичних записах про надання медичних послуг в стаціонарних умовах";"J4Vwvoqemx0gSAm5Op9fXYVA1blrCqAbWOKzQCE6.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/J4Vwvoqemx0gSAm5Op9fXYVA1blrCqAbWOKzQCE6.pdf";"не завантажено";"";"";"";"";"";"";""
"79";"3";"Роз’яснення щодо контрактування за пакетом «Первинна медична допомога» у 2025";"hhut4IJi9GdWtlgt8qC09zRJ5K70gnmKFvq8YgCA.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/hhut4IJi9GdWtlgt8qC09zRJ5K70gnmKFvq8YgCA.pdf";"не завантажено";"";"";"";"";"";"";""
"80";"3";"Роз'яснення щодо правил кодування хвороб та функціональних станів за напрямом «Паліативна медична допомога» — Додаток 5 Стани, клінічні показники та функціональні розлади у пацієнтів дитячого віку, які потребують паліативної допомоги";"VgnqUCKoHUYP4WG4jRkdIn2rYxj2yrQVwkSCq4AI.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/VgnqUCKoHUYP4WG4jRkdIn2rYxj2yrQVwkSCq4AI.docx";"не завантажено";"";"";"";"";"";"";""
"81";"3";"Роз'яснення щодо правил кодування хвороб та функціональних станів за напрямом «Паліативна медична допомога» — Додаток 4 Захворювання та їх особливості у дітей, що потребують паліативної допомоги";"OzTIhS4i3S5eG1HrvKnQ7GThPotQnQzw9isKCsmq.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/OzTIhS4i3S5eG1HrvKnQ7GThPotQnQzw9isKCsmq.docx";"не завантажено";"";"";"";"";"";"";""
"82";"3";"Роз'яснення щодо правил кодування хвороб та функціональних станів за напрямом «Паліативна медична допомога» — Додаток 3 Стани, клінічні показники та функціональні розлади у пацієнтів дорослого віку, які потребують паліативної допомоги";"br9VZ0O3YzBVPKZycm4dqAEBIy0804qX3mpmY1bX.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/br9VZ0O3YzBVPKZycm4dqAEBIy0804qX3mpmY1bX.docx";"не завантажено";"";"";"";"";"";"";""
"83";"3";"Роз'яснення щодо правил кодування хвороб та функціональних станів за напрямом «Паліативна медична допомога» — Додаток 2 Захворювання та їх особливості дорослих пацієнтів, що потребують паліативної допомоги";"23KTrp3fjSEzV1zmffirCNNM5gEjO6OjoothCX4L.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/23KTrp3fjSEzV1zmffirCNNM5gEjO6OjoothCX4L.docx";"не завантажено";"";"";"";"";"";"";""
"84";"3";"Роз'яснення щодо правил кодування хвороб та функціональних станів за напрямом «Паліативна медична допомога» — Додаток 1";"dMWZ0sTO4TU7NLXbxwthvNwRpP53lM5hZFuEZJO3.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/dMWZ0sTO4TU7NLXbxwthvNwRpP53lM5hZFuEZJO3.docx";"не завантажено";"";"";"";"";"";"";""
"85";"3";"Роз'яснення щодо правил кодування хвороб та функціональних станів за напрямом «Паліативна медична допомога»";"TXaLJ8h6Ie2UpC77uBEakB3ivliclYb48jofnoAH.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/TXaLJ8h6Ie2UpC77uBEakB3ivliclYb48jofnoAH.pdf";"не завантажено";"";"";"";"";"";"";""
"86";"3";"Роз'яснення щодо верифікації даних медичних працівників з Державним реєстром фізичних осіб - платників податків (ДРФО), а саме верифікація реєстраційного номера облікової картки платника податків (далі - РНОКПП), прізвища, імені, по батькові (за наявності) та дати народження працівників(розширена версія)";"gg4Qux32ctXJNnH37vYPeczq8iWK8WnxEyC38Ucf.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/gg4Qux32ctXJNnH37vYPeczq8iWK8WnxEyC38Ucf.pdf";"не завантажено";"";"";"";"";"";"";""
"87";"3";"Роз'яснення щодо верифікації даних медичних працівників з Державним реєстром фізичних осіб - платників податків (ДРФО), а саме верифікація реєстраційного номера облікової картки платника податків (далі - РНОКПП), прізвища, імені, по батькові (за наявності) та дати народження працівників";"MkhGwmVj5PdyMrIEDA0RW4mlWDdxgSmZwl8GZr7k.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/MkhGwmVj5PdyMrIEDA0RW4mlWDdxgSmZwl8GZr7k.pdf";"не завантажено";"";"";"";"";"";"";""
"88";"3";"Роз'яснення щодо принципу оплати послуг за пакетом медичних послуг «Зубопротезування окремих категорій осіб, які захищали незалежність, суверенітет та територіальну цілісність України (група послуг №2)»";"GdILHSiS1gi9k0vCLWTku1VRzeT9efkp128R9lPR.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/GdILHSiS1gi9k0vCLWTku1VRzeT9efkp128R9lPR.pdf";"не завантажено";"";"";"";"";"";"";""
"89";"3";"Роз'яснення щодо верифікації записів про пацієнтів в Реєстрі пацієнтів ЦБД ЕСОЗ з Державним реєстром фізичних осіб - платників податків";"mWfTu67Nqf7Oa0JNFYtoL7IgOfQaSHtMYpwJiZtf.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/mWfTu67Nqf7Oa0JNFYtoL7IgOfQaSHtMYpwJiZtf.pdf";"не завантажено";"";"";"";"";"";"";""
"90";"3";"Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги";"kZqjPWuqNaBVydZt8ligurEEJ3B0AI8h5M53WL23.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/kZqjPWuqNaBVydZt8ligurEEJ3B0AI8h5M53WL23.pdf";"не завантажено";"";"";"";"";"";"";""
"91";"4";"Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги із трансплантації органів, інформація з яких буде верифікована із даними електронної системи охорони здоров'я";"i3JIYwn4D0yQvX1TTxYmmk0nTkTaDr28pEMV0eW1.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/i3JIYwn4D0yQvX1TTxYmmk0nTkTaDr28pEMV0eW1.pdf";"не завантажено";"";"";"";"";"";"";""
"92";"4";"Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги із трансплантації гемопоетичних стовбурових клітин, інформація з яких буде верифікована із даними електронної системи охорони здоров'я — Додаток 1 Інструкція зі звітування щодо трансплантації гемопоетичних стовбурових клітин";"wq8Nf8PgJHEuNpVXg66hXyZ7NfV6JL5ZlwwFa6za.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/wq8Nf8PgJHEuNpVXg66hXyZ7NfV6JL5ZlwwFa6za.docx";"не завантажено";"";"";"";"";"";"";""
"93";"4";"Роз'яснення щодо інструменту для прийому звітів про надані медичні послуги із трансплантації гемопоетичних стовбурових клітин, інформація з яких буде верифікована із даними електронної системи охорони здоров'я";"RsJ9M7GHWLPhC4lEKyezRiB8XyXvuFQRSb8ieDaI.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/RsJ9M7GHWLPhC4lEKyezRiB8XyXvuFQRSb8ieDaI.pdf";"не завантажено";"";"";"";"";"";"";""
"94";"4";"Роз’яснення щодо принципу оплати та обліку наданих медичних послуг за пакетом медичних послуг «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах» — Додаток 3 Пояснення до деяких кодів лабораторних обстежень";"vs3vQQXkqyvrYISpMWd34tK21agVyqvp38dzNMEO.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/vs3vQQXkqyvrYISpMWd34tK21agVyqvp38dzNMEO.docx";"не завантажено";"";"";"";"";"";"";""
"95";"4";"Роз’яснення щодо принципу оплати та обліку наданих медичних послуг за пакетом медичних послуг «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах» — Додаток 1 Перелік кодів діагнозів для обліку імунізації";"V4E4rIPGzkQieJK50vobZXtdcocQFL7V9qAfPLud.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/V4E4rIPGzkQieJK50vobZXtdcocQFL7V9qAfPLud.docx";"не завантажено";"";"";"";"";"";"";""
"96";"4";"Роз'яснення щодо внесених відповідних змін до специфікацій та умов закупівлі медичних послуг за пакетом «Медичний огляд осіб, який організовується територіальними центрами комплектування та соціальної підтримки»";"7V1onotHdhgerfOwbMHrQkOl5p0pklj71ilpreUc.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/7V1onotHdhgerfOwbMHrQkOl5p0pklj71ilpreUc.pdf";"не завантажено";"";"";"";"";"";"";""
"97";"4";"Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 5 Стани, клінічні показники та функціональні розлади у пацієнтів дитячого віку, які потребують паліативної допомоги";"4NUn6PDA80dRVNXxeuJsXlMeSxmf3VnSRvzfsMS5.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/4NUn6PDA80dRVNXxeuJsXlMeSxmf3VnSRvzfsMS5.docx";"не завантажено";"";"";"";"";"";"";""
"98";"4";"Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 4. Захворювання та їх особливості у дітей, що потребують паліативної допомоги";"xBuUdoDdUReIe7GkNMf9GRMww6DfMtW8dCnRnQg4.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/xBuUdoDdUReIe7GkNMf9GRMww6DfMtW8dCnRnQg4.docx";"не завантажено";"";"";"";"";"";"";""
"99";"4";"Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 3 Стани, клінічні показники та функціональні розлади у пацієнтів дорослого віку, які потребують паліативної допомоги";"87rlAiG9eL1H8w7Y4Kw48NnihAzemsOAJYKSl6Me.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/87rlAiG9eL1H8w7Y4Kw48NnihAzemsOAJYKSl6Me.docx";"не завантажено";"";"";"";"";"";"";""
"100";"4";"Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 2. Захворювання та їх особливості дорослих пацієнтів, що потребують паліативної допомоги";"7tOmegftOZSd5bN07zlIsNsKPcinSiuk4IFNwsAO.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/7tOmegftOZSd5bN07zlIsNsKPcinSiuk4IFNwsAO.docx";"не завантажено";"";"";"";"";"";"";""
"101";"4";"Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога» — Додаток 1";"JURxrBQcFSGbV7M4OslBmKsto9EmXzGk7zZskoGw.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/JURxrBQcFSGbV7M4OslBmKsto9EmXzGk7zZskoGw.docx";"не завантажено";"";"";"";"";"";"";""
"102";"4";"Роз'яснення щодо принципу оплати та обліку наданих медичних послуг за напрямом «Паліативна медична допомога»";"VtbqMEtrKVUdM9Ahio8KM8YHGKAEaqqT3X9GU6js.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/VtbqMEtrKVUdM9Ahio8KM8YHGKAEaqqT3X9GU6js.pdf";"не завантажено";"";"";"";"";"";"";""
"103";"4";"Роз'яснення щодо принципу оплати послуг, а також щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетами медичних послуг «Реабілітаційна допомога дорослим і дітям у амбулаторних умовах» та «Реабілітаційна допомога дорослим і дітям у стаціонарних умовах» — Додаток 1. Правила кодування діагнозів що відносяться до послуг";"pFPvVYYsJBg6F6967ejZ2US8dG6ZtSyptaDkmrwa.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/pFPvVYYsJBg6F6967ejZ2US8dG6ZtSyptaDkmrwa.docx";"не завантажено";"";"";"";"";"";"";""
"104";"4";"Роз'яснення щодо граничної вартості медичних послуг із зубопротезування, які можуть бути надані одному пацієнту за рахунок коштів державного бюджету з метою належного надання зазначених послуг, отримання оплати за надану допомогу із зубопротезування відповідно до умов укладених з НСЗУ договорів та ефективної реалізації пілотного проекту.";"ZPtB9EQSGDMYpqtuDWUGj4OL9mi92zEORdQsw8rN.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/ZPtB9EQSGDMYpqtuDWUGj4OL9mi92zEORdQsw8rN.pdf";"не завантажено";"";"";"";"";"";"";""
"105";"4";"Роз'яснення щодо зміни принципу оплати послуг за пакетом медичних послуг «Діагностика та лікування дорослих і дітей, хворих на туберкульоз, у стаціонарних та амбулаторних умовах» з врахуванням тривалості лікування та повторних випадків (рецидивів), які почнуть діяти з 01.05.2024";"mRDtO8fyrSkK2tZ4Uj3SR5J2TZ4msfEz6bXTi9zA.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/mRDtO8fyrSkK2tZ4Uj3SR5J2TZ4msfEz6bXTi9zA.pdf";"не завантажено";"";"";"";"";"";"";""
"106";"4";"Роз’яснення щодо принципу оплати послуг та правил ведення електронних медичних записів (далі – ЕМЗ) в електронній системі охорони здоров’я (далі – ЕСОЗ) за пакетом медичних послуг «Лікування безпліддя за допомогою допоміжних репродуктивних технологій (запліднення іn vitro)», а також щодо підстав надання послуг та оплати повного й часткового циклів допоміжних репродуктивних технологій.";"OIxUxehwOESpkdYt8MZJ6YA1CwjeLgVlL19V7JBJ.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/OIxUxehwOESpkdYt8MZJ6YA1CwjeLgVlL19V7JBJ.pdf";"не завантажено";"";"";"";"";"";"";""
"107";"4";"Роз'яснення щодо принципу оплати послуг за пакетом медичних послуг «Зубопротезування окремих категорій осіб, які захищали незалежність, суверенітет та територіальну цілісність України» а також щодо правил ведення електронних медичних записів (далі – ЕМЗ) в електронній системі охорони здоров’я (далі – ЕСОЗ)";"HqDxlZ0K6nwRBEHOA4KzM8QRnbnmY5me1wrWvZUN.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/HqDxlZ0K6nwRBEHOA4KzM8QRnbnmY5me1wrWvZUN.pdf";"не завантажено";"";"";"";"";"";"";""
"108";"4";"Роз'яснення щодо інформування про зміни в обліку і оплаті послуг які внесені в ЕСОЗ з 01.04.2024";"nttMQdZuVFZfpyfV5wf0u6RnPrtf3jzyntR9cb7n.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/nttMQdZuVFZfpyfV5wf0u6RnPrtf3jzyntR9cb7n.pdf";"не завантажено";"";"";"";"";"";"";""
"109";"4";"Роз'яснення щодо реорганізації закладів охорони здоров'я";"CVgwED1fMcVVv1KZ9tkcY1JHLVV5gcwuKzGKy0lg.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/CVgwED1fMcVVv1KZ9tkcY1JHLVV5gcwuKzGKy0lg.pdf";"не завантажено";"";"";"";"";"";"";""
"110";"4";"Роз'яснення щодо звітування про проведене виправлення та верифікацію електронних медичних записів, та щодо послуг, оплачених за рахунок коштів інших джерел";"ts9kEhR0tAVFBPBkvSyNvu6ddjgW5RW47abIlKx6.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/ts9kEhR0tAVFBPBkvSyNvu6ddjgW5RW47abIlKx6.pdf";"не завантажено";"";"";"";"";"";"";""
"111";"4";"Роз'яснення(уточнююче) по інформації щодо ведення електронних медичних записів за пакетом «Медична допомога новонародженим у складних неонатальних випадках»";"lktd4jmEbI8enbVeeNM9SxkvDuNpTs7tQG9RAvnj.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/lktd4jmEbI8enbVeeNM9SxkvDuNpTs7tQG9RAvnj.pdf";"не завантажено";"";"";"";"";"";"";""
"112";"4";"Роз'яснення щодо методології розрахунку індикатору виконання умов договору в частині рівня охоплення оглядами осіб вікових груп 40- -64 роки та 65 років і старше з гіпертонічною хворобою, іншими серцево-судинними захворюваннями, осіб з цукровим діабетом за пакетом медичних послуг «Первинна медична допомога»";"AxcFoZXnVw1ra39tEPTrl3DZD35qvfutSYXoDngw.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/AxcFoZXnVw1ra39tEPTrl3DZD35qvfutSYXoDngw.pdf";"не завантажено";"";"";"";"";"";"";""
"113";"4";"Роз'яснення за пакетом медичних послуг «Реабілітаційна допомога дорослим і дітям стаціонарних умовах» щодо переліку діагнозів, що мають відноситись до низької складності (СР4)";"CZx79H02BD93Div62mN2ixg2rNKa1NuiMVPcw7Q2.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/CZx79H02BD93Div62mN2ixg2rNKa1NuiMVPcw7Q2.pdf";"не завантажено";"";"";"";"";"";"";""
"114";"4";"Роз'яснення щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом медичних послуг «Медичний огляд осіб, який організовується територіальними центрами комплектування та соціальної підтримки»";"IucaXFyfztiua7gqdk44brxHvjHFURAi02f84Eal.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/IucaXFyfztiua7gqdk44brxHvjHFURAi02f84Eal.pdf";"не завантажено";"";"";"";"";"";"";""
"115";"4";"Роз'яснення про зміну процедури подання звітів про обсяг медичних послуг з надання первинної медичної допомоги (далі - звіти)";"RvI6JifOCDPM1U2fNi8VmXcaFLA1NfJfYCfJupcn.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/RvI6JifOCDPM1U2fNi8VmXcaFLA1NfJfYCfJupcn.pdf";"не завантажено";"";"";"";"";"";"";""
"116";"4";"Роз'яснення щодо принципу оплати та обліку послуг за напрямом «Паліативна медична допомога».";"WxHndQIwNB0pnXegTZfeF0MM72sqQv0O9WpvdAu0.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/WxHndQIwNB0pnXegTZfeF0MM72sqQv0O9WpvdAu0.pdf";"не завантажено";"";"";"";"";"";"";""
"117";"4";"Роз’яснення щодо принципу оплати послуг за пакетом медичних послуг «Лікування дорослих та дітей методом трансплантації гемопоетичних стовбурових клітин» — Додаток до роз'яснення";"m32moCBdLyDJJHlFFROAgzmvYUuFIgyfLBIaInGm.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/m32moCBdLyDJJHlFFROAgzmvYUuFIgyfLBIaInGm.docx";"не завантажено";"";"";"";"";"";"";""
"118";"4";"Роз’яснення щодо принципу оплати послуг за пакетом медичних послуг «Лікування дорослих та дітей методом трансплантації органів» — Додаток до роз'яснення";"bernaDuP2EN0kScpaxk8SMlN1LU6JKmQwZnOwOTp.docx";"docx";"https://backend.nszu.gov.ua/storage/application/25/09/10/bernaDuP2EN0kScpaxk8SMlN1LU6JKmQwZnOwOTp.docx";"не завантажено";"";"";"";"";"";"";""
"119";"4";"Роз'яснення щодо принципів оплати медичних послуг за пакетом «Медична допомога новонародженим у складних неонатальних випадках»";"HqrPbz1Uc6Vsd2jGaW6ny0OmJSlZdwBA7dNr4QQr.pdf";"pdf";"https://backend.nszu.gov.ua/storage/application/25/09/10/HqrPbz1Uc6Vsd2jGaW6ny0OmJSlZdwBA7dNr4QQr.pdf";"не завантажено";"";"";"";"";"";"";""
