id;site_title;original_file_name;extension;url;direction;package;content_short;year;year_basis;text_quality;proposed_name;duplicate_of;review_required;download_status;ocr_status;renamed_relative_path;direction_relative_path
47;Додаткове роз'яснення щодо алгоритму ведення електронних медичних записів (далі – ЕМЗ) при наданні послуг Р.01 та Р.02 за пакетом медичних послуг: «Стоматологічна допомога окремій категорії осіб, які захищають/захищали незалежність, суверенітет та територіальну цілісність України (група послуг №2)».;hbP6vc6m6WHwyWbeSJCLjo1h2C1h1odrNfDKZhj3.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/hbP6vc6m6WHwyWbeSJCLjo1h2C1h1odrNfDKZhj3.pdf;Первинна-допомога;ПМД;Ведення-ЕМЗ;2025;publication_year;text_ok;Первинна-допомога_ПМД_Ведення-ЕМЗ_2025_02.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Первинна-допомога_ПМД_Ведення-ЕМЗ_2025_02.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_Ведення-ЕМЗ_2025_02.pdf
48;Роз'яснення щодо принципу оплати послуг за пакетами медичних послуг: «Зубопротезування окремих категорій осіб, які захищають/захищали незалежність, суверенітет та територіальну цілісність України (група послуг №1)» (далі – група послуг №1) та «Стоматологічна допомога окремій категорії осіб, які захищають/захищали незалежність, суверенітет та територіальну цілісність України (група послуг №2)» (далі – група послуг №2) а також щодо правил ведення електронних медичних записів (далі – ЕМЗ) в електронній системі охорони здоров'я (далі – ЕСОЗ);UaWZZnOTmr8uaETok7Ma467bhTn95sOTAGRxqa1t.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/UaWZZnOTmr8uaETok7Ma467bhTn95sOTAGRxqa1t.pdf;Стоматологія;Стоматологічна-допомога;Ведення-ЕМЗ;2025;publication_year;text_ok;Стоматологія_Стоматологічна-допомога_Ведення-ЕМЗ_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Стоматологія_Стоматологічна-допомога_Ведення-ЕМЗ_2025.pdf;03_За_напрямами/Стоматологія/Стоматологія_Стоматологічна-допомога_Ведення-ЕМЗ_2025.pdf
49;Роз'яснення щодо порядку внесення в ЕСОЗ інформації про надання медичних послуг оплачених за рахунок коштів інших джерел — Додаток 4 Інструкція подання звіту проь коригування ЕМЗ;d4SgrEMWtFJnPVMs6tXGAezvSiGQ72rKuLJebosZ.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/d4SgrEMWtFJnPVMs6tXGAezvSiGQ72rKuLJebosZ.pdf;Оплата-та-звітування;Без-пакета;Додаток-4_Інструкція-подання-звіту-проь;2025;publication_year;text_ok;Оплата-та-звітування_Без-пакета_Додаток-4_Інструкція-подання-звіту-проь_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Оплата-та-звітування_Без-пакета_Додаток-4_Інструкція-подання-звіту-проь_2025.pdf;03_За_напрямами/Оплата-та-звітування/Оплата-та-звітування_Без-пакета_Додаток-4_Інструкція-подання-звіту-проь_2025.pdf
50;Роз'яснення щодо порядку внесення в ЕСОЗ інформації про надання медичних послуг оплачених за рахунок коштів інших джерел — Додаток 3 Інструкція верифікація ЕМЗ;0Y6cZ9mWznFRSnKQ6oHP4ltDY3AoZS5GStr9524d.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/0Y6cZ9mWznFRSnKQ6oHP4ltDY3AoZS5GStr9524d.pdf;Верифікація-даних;Без-пакета;Додаток-3_Інструкція-верифікація-ЕМЗ;2025;publication_year;text_ok;Верифікація-даних_Без-пакета_Додаток-3_Інструкція-верифікація-ЕМЗ_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Верифікація-даних_Без-пакета_Додаток-3_Інструкція-верифікація-ЕМЗ_2025.pdf;03_За_напрямами/Верифікація-даних/Верифікація-даних_Без-пакета_Додаток-3_Інструкція-верифікація-ЕМЗ_2025.pdf
51;Роз'яснення щодо порядку внесення в ЕСОЗ інформації про надання медичних послуг оплачених за рахунок коштів інших джерел — Додаток 2 Інструкція виключення ЕМЗ;OR9AY8FbRkcckxNJ1GzWRnBEa2rsb2sQNAuzHBxc.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/OR9AY8FbRkcckxNJ1GzWRnBEa2rsb2sQNAuzHBxc.pdf;Оплата-та-звітування;Без-пакета;Додаток-2_Інструкція-виключення-ЕМЗ;2025;publication_year;text_ok;Оплата-та-звітування_Без-пакета_Додаток-2_Інструкція-виключення-ЕМЗ_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Оплата-та-звітування_Без-пакета_Додаток-2_Інструкція-виключення-ЕМЗ_2025.pdf;03_За_напрямами/Оплата-та-звітування/Оплата-та-звітування_Без-пакета_Додаток-2_Інструкція-виключення-ЕМЗ_2025.pdf
52;Роз'яснення щодо порядку внесення в ЕСОЗ інформації про надання медичних послуг оплачених за рахунок коштів інших джерел;4EZNhIx5648XkB6W5nQceRLq6MFKF5MCXPD4jcv1.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/4EZNhIx5648XkB6W5nQceRLq6MFKF5MCXPD4jcv1.pdf;Оплата-та-звітування;Без-пакета;Внесення-даних-ЕСОЗ;2025;publication_year;needs_ocr;Оплата-та-звітування_Без-пакета_Внесення-даних-ЕСОЗ_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Оплата-та-звітування_Без-пакета_Внесення-даних-ЕСОЗ_2025.pdf;03_За_напрямами/Оплата-та-звітування/Оплата-та-звітування_Без-пакета_Внесення-даних-ЕСОЗ_2025.pdf
53;Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Хірургічні операції дорослим та дітям у стаціонарних умовах»;xDx6pCplvws6hmGTvSKEjRImMOpmMw4h3KBiCbYy.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/xDx6pCplvws6hmGTvSKEjRImMOpmMw4h3KBiCbYy.pdf;Хірургічна-допомога;Хірургія-стаціонар;Облік-послуг;2025;publication_year;needs_ocr;Хірургічна-допомога_Хірургія-стаціонар_Облік-послуг_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Хірургічна-допомога_Хірургія-стаціонар_Облік-послуг_2025.pdf;03_За_напрямами/Хірургічна-допомога/Хірургічна-допомога_Хірургія-стаціонар_Облік-послуг_2025.pdf
54;Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Стаціонарна допомога дорослим та дітям без проведення хірургічних операцій» — Терапія Додаток 2;AT6Mt1VcyY2mecPnKhGZh8R0eipCPEBlpKIikUY0.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/AT6Mt1VcyY2mecPnKhGZh8R0eipCPEBlpKIikUY0.docx;Стаціонарна-допомога;Стаціонарна-допомога-без-операцій;Додаток-2;2025;publication_year;text_ok;Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-2_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-2_2025.docx;03_За_напрямами/Стаціонарна-допомога/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-2_2025.docx
55;Роз’яснення щодо правил скеровування жінок на послуги з лікування безпліддя за допомогою допоміжних репродуктивних технологій (далі – ДРТ) за пакетом медичних послуг «Лікування безпліддя за допомогою допоміжних репродуктивних технологій (запліднення іn vitro)»;OtFg1J8terablPSslSgI3JAI4Rg1usD8Lm2MH1oN.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/OtFg1J8terablPSslSgI3JAI4Rg1usD8Lm2MH1oN.pdf;Репродуктивні-технології;Лікування-безпліддя-ДРТ;правил-скеровування-жі;2025;publication_year;text_ok;Репродуктивні-технології_Лікування-безпліддя-ДРТ_правил-скеровування-жі_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Репродуктивні-технології_Лікування-безпліддя-ДРТ_правил-скеровування-жі_2025.pdf;03_За_напрямами/Репродуктивні-технології/Репродуктивні-технології_Лікування-безпліддя-ДРТ_правил-скеровування-жі_2025.pdf
56;Роз'яснення щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) потенційному мертвому донору/мертвому донору;9ip5UgkeKBsc1qn0aq17H3nrjJeocEImSTS6MI5n.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/9ip5UgkeKBsc1qn0aq17H3nrjJeocEImSTS6MI5n.pdf;Трансплантація;Трансплантація;Ведення-ЕМЗ;2025;publication_year;needs_ocr;Трансплантація_Трансплантація_Ведення-ЕМЗ_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Трансплантація_Трансплантація_Ведення-ЕМЗ_2025.pdf;03_За_напрямами/Трансплантація/Трансплантація_Трансплантація_Ведення-ЕМЗ_2025.pdf
57;Додатки 1-8;3DBWEKuSxFwnGifTs84F1TToZvp3ZzK7taqZLoHg.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/3DBWEKuSxFwnGifTs84F1TToZvp3ZzK7taqZLoHg.docx;Хірургічна-допомога;Хірургія-стаціонар;Додаток-1-8;2025;publication_year;text_ok;Хірургічна-допомога_Хірургія-стаціонар_Додаток-1-8_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Хірургічна-допомога_Хірургія-стаціонар_Додаток-1-8_2025.docx;03_За_напрямами/Хірургічна-допомога/Хірургічна-допомога_Хірургія-стаціонар_Додаток-1-8_2025.docx
58;Додатки 1-3;TPMn5DiByKfSta5rIa1nUrdjth0Zkrm5bgtCG4We.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/TPMn5DiByKfSta5rIa1nUrdjth0Zkrm5bgtCG4We.docx;Паліативна-допомога;Паліативна-допомога;Додатки-1-3;2025;publication_year;text_ok;Паліативна-допомога_Паліативна-допомога_Додатки-1-3_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Паліативна-допомога_Паліативна-допомога_Додатки-1-3_2025.docx;03_За_напрямами/Паліативна-допомога/Паліативна-допомога_Паліативна-допомога_Додатки-1-3_2025.docx
59;Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Стаціонарна допомога дорослим та дітям без проведення хірургічних операцій» — Терапія Додаток 4;9t8ECdCUZPsSHmarps4vRanWMcfeS7s0gxQhxY9s.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/9t8ECdCUZPsSHmarps4vRanWMcfeS7s0gxQhxY9s.docx;Стаціонарна-допомога;Стаціонарна-допомога-без-операцій;Додаток-4;2025;publication_year;text_ok;Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-4_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-4_2025.docx;03_За_напрямами/Стаціонарна-допомога/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-4_2025.docx
60;Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Стаціонарна допомога дорослим та дітям без проведення хірургічних операцій» — Терапія Додаток 3;1FsyyQLTBgaF5n8RpkpoDW9sb44k3HrKYIkVLDOA.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/1FsyyQLTBgaF5n8RpkpoDW9sb44k3HrKYIkVLDOA.docx;Стаціонарна-допомога;Стаціонарна-допомога-без-операцій;Додаток-3;2025;publication_year;text_ok;Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-3_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-3_2025.docx;03_За_напрямами/Стаціонарна-допомога/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-3_2025.docx
61;Роз'яснення щодо застосування додаткових коригуючих коефіцієнтів та правил обліку деяких інтервенцій в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетом «Стаціонарна допомога дорослим та дітям без проведення хірургічних операцій» — Терапія Додаток 1;zammuIw0EixzaQFWoFkxBkoMC4CRgclzup9pLyuI.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/zammuIw0EixzaQFWoFkxBkoMC4CRgclzup9pLyuI.docx;Стаціонарна-допомога;Стаціонарна-допомога-без-операцій;Додаток-1;2025;publication_year;text_ok;Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-1_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-1_2025.docx;03_За_напрямами/Стаціонарна-допомога/Стаціонарна-допомога_Стаціонарна-допомога-без-операцій_Додаток-1_2025.docx
62;Роз'яснення, що у випадку перебування військовослужбовця на стаціонарному лікуванні або реабілітації в закладі охорони здоров'я і наявності медичних показів щодо отримання послуг із зуболікування та/або зубопротезування, він має право їх отримати і ці послуги будуть оплачені;VAPs7T6WVboVqCfrK9Bpj4GTLccavEq0bRouW3sm.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/VAPs7T6WVboVqCfrK9Bpj4GTLccavEq0bRouW3sm.pdf;Стоматологія;Стоматологічна-допомога;Зуболікування-та-зубопротезування;2025;publication_year;needs_ocr;Стоматологія_Стоматологічна-допомога_Зуболікування-та-зубопротезування_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Стоматологія_Стоматологічна-допомога_Зуболікування-та-зубопротезування_2025.pdf;03_За_напрямами/Стоматологія/Стоматологія_Стоматологічна-допомога_Зуболікування-та-зубопротезування_2025.pdf
63;Роз'яснення щодо механізму створення електронних медичних записів (далі - ЕМЗ) при необхідності надання додаткових медичних послуг під час оцінюванні експертними командами повсякденного функціонування особи;6Ell1lSe2bdVerKqDuEuPPi7Q13gGBjPzhgVH3xx.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/6Ell1lSe2bdVerKqDuEuPPi7Q13gGBjPzhgVH3xx.pdf;Амбулаторна-допомога;Амбулаторна-допомога;механізму-створення-електронн;2025;publication_year;text_ok;Амбулаторна-допомога_Амбулаторна-допомога_механізму-створення-електронн_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_механізму-створення-електронн_2025.pdf;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_механізму-створення-електронн_2025.pdf
64;Роз'яснення стосовно звітів про обсяг медичних послуг з надання первинної медичної допомоги за жовтень 2024 року;fDXPNUGXupRTfxjYBk4GChK7COxx75K0X8x3Fpyg.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/fDXPNUGXupRTfxjYBk4GChK7COxx75K0X8x3Fpyg.pdf;Первинна-допомога;ПМД;стосовно-звітів-про-обсяг-медичних-послуг;2025;publication_year;text_ok;Первинна-допомога_ПМД_стосовно-звітів-про-обсяг-медичних-послуг_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Первинна-допомога_ПМД_стосовно-звітів-про-обсяг-медичних-послуг_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_стосовно-звітів-про-обсяг-медичних-послуг_2025.pdf
65;Роз’яснення щодо принципу оплати та обліку наданих медичних послуг за пакетом медичних послуг «Профілактика, діагностика, спостереження та лікування в амбулаторних умовах» — Додаток 2 Лікарі, які можуть відкривати епізод «Лікування» в рамках пакету;elZ3YzVVw4mE1AqryeWSp22MhUDUw49H2Ur3ZCTX.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/elZ3YzVVw4mE1AqryeWSp22MhUDUw49H2Ur3ZCTX.docx;Амбулаторна-допомога;Амбулаторна-допомога;Додаток-2_Лікарі-які-можуть;2025;publication_year;text_ok;Амбулаторна-допомога_Амбулаторна-допомога_Додаток-2_Лікарі-які-можуть_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_Додаток-2_Лікарі-які-можуть_2025.docx;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_Додаток-2_Лікарі-які-можуть_2025.docx
66;Роз'яснення щодо принципу оплати послуг, а також щодо правил ведення електронних медичних записів (далі - ЕМЗ) в електронній системі охорони здоров'я (далі - ЕСОЗ) за пакетами медичних послуг «Реабілітаційна допомога дорослим і дітям у амбулаторних умовах» та «Реабілітаційна допомога дорослим і дітям у стаціонарних умовах» — Додаток 2. Розподіл фахівців з реабілітації за фахом та перелік інтервенцій, які повинні ними виконуватися;pkiOkhb8rjjGZGNRuQ5EAMZ77hUlkNDnAItC1WnW.docx;docx;https://backend.nszu.gov.ua/storage/application/25/09/10/pkiOkhb8rjjGZGNRuQ5EAMZ77hUlkNDnAItC1WnW.docx;Реабілітація;Реабілітація;Додаток-2_Розподіл-фахівців-з-реабілітації-з;2025;publication_year;text_ok;Реабілітація_Реабілітація_Додаток-2_Розподіл-фахівців-з-реабілітації-з_2025.docx;;;завантажено;машинний текст доступний;02_Перейменовані/Реабілітація_Реабілітація_Додаток-2_Розподіл-фахівців-з-реабілітації-з_2025.docx;03_За_напрямами/Реабілітація/Реабілітація_Реабілітація_Додаток-2_Розподіл-фахівців-з-реабілітації-з_2025.docx
67;"Додаткове роз'яснення щодо створення електронних медичних записів (далі - ЕМЗ) ""План лікування"" при наданні медичних послуг за пакетом ""Профілактика, діагностика, спостереження та лікування в амбулаторних умовах""";EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf;Амбулаторна-допомога;Амбулаторна-допомога;створення-електронних-медични;2025;publication_year;needs_ocr;Амбулаторна-допомога_Амбулаторна-допомога_створення-електронних-медични_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_створення-електронних-медични_2025.pdf;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_створення-електронних-медични_2025.pdf
68;Роз'яснення щодо правил кодування основного та додаткових діагнозів у пролікованих випадках, коли діагностика та оцінювання стану проводилось пацієнтам, які скеровані військово-лікарською комісією, і яким не підтверджено діагноз класу Е;hYbaTjtd6pa1E2IF3w6AG4tZBk85sEYWwMIxLV0k.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/hYbaTjtd6pa1E2IF3w6AG4tZBk85sEYWwMIxLV0k.pdf;Кодування-та-моніторинг;Без-пакета;Кодування;2025;publication_year;needs_ocr;Кодування-та-моніторинг_Без-пакета_Кодування_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Кодування-та-моніторинг_Без-пакета_Кодування_2025.pdf;03_За_напрямами/Кодування-та-моніторинг/Кодування-та-моніторинг_Без-пакета_Кодування_2025.pdf
69;"Роз'яснення щодо створення електронних медичних записів (далі - ЕМЗ) ""План лікування"" при наданні медичних послуг за пакетом ""Профілактика, діагностика, спостереження та лікування в амбулаторних умовах""";EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/EaT2QPc4gwnMVdJLPXfO4Ayo4LBATi3NfU9bgix0.pdf;Амбулаторна-допомога;Амбулаторна-допомога;створення-електронних-медични;2025;publication_year;needs_ocr;Амбулаторна-допомога_Амбулаторна-допомога_створення-електронних-медични_2025.pdf;67;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Амбулаторна-допомога_Амбулаторна-допомога_створення-електронних-медични_2025.pdf;03_За_напрямами/Амбулаторна-допомога/Амбулаторна-допомога_Амбулаторна-допомога_створення-електронних-медични_2025.pdf
70;Контрактування 2025: щодо додаткової послуги з супроводу та лікування дорослих та дітей, хворих на туберкульоз, на первинному рівні медичної допомоги;RuE2mgFonfJt3NAWCTxlEHYeF4U0F7acmwvMuo77.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/RuE2mgFonfJt3NAWCTxlEHYeF4U0F7acmwvMuo77.pdf;Первинна-допомога;ПМД;Контрактування;2025;title_year;needs_ocr;Первинна-допомога_ПМД_Контрактування_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_Контрактування_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_Контрактування_2025.pdf
71;Роз'яснення щодо надання спеціалізованої медичної допомоги на 2025 рік та уникнення проблемних питань під час розгляду пропозицій для укладення договорів на 2025 рік;jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf;Договори-та-контрактування;Без-пакета;Укладення-договору;2025;title_year;needs_ocr;Договори-та-контрактування_Без-пакета_Укладення-договору_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Договори-та-контрактування_Без-пакета_Укладення-договору_2025.pdf;03_За_напрямами/Договори-та-контрактування/Договори-та-контрактування_Без-пакета_Укладення-договору_2025.pdf
72;Роз'яснення про розміщення оголошення про укладення договору щодо надання первинної медичної допомоги на 2025 рік;YtezrJGQ8IPTxvaaCiGygNgGnOKsQDtbOGdHeXKZ.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/YtezrJGQ8IPTxvaaCiGygNgGnOKsQDtbOGdHeXKZ.pdf;Первинна-допомога;ПМД;Укладення-договору;2025;title_year;needs_ocr;Первинна-допомога_ПМД_Укладення-договору_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_Укладення-договору_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_Укладення-договору_2025.pdf
73;Роз'яснення щодо зміни порядку подання пропозицій про укладення договору щодо надання первинної медичної допомоги на 2025 рік;rgJsfDiVQXCEHye6X0VZMJZgwQbpRnp0te0gK1Cw.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/rgJsfDiVQXCEHye6X0VZMJZgwQbpRnp0te0gK1Cw.pdf;Первинна-допомога;ПМД;Укладення-договору;2025;title_year;needs_ocr;Первинна-допомога_ПМД_Укладення-договору_2025_02.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_Укладення-договору_2025_02.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_Укладення-договору_2025_02.pdf
74;Роз'яснення надавачам медичних послуг, що надають первинну медичну допомогу;RV6P9OmltQyGDnLSAZZFSabGYxgzdE5b1a40l9HP.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/RV6P9OmltQyGDnLSAZZFSabGYxgzdE5b1a40l9HP.pdf;Первинна-допомога;ПМД;надавачам-медичних-послуг-що-надають-первинну;2025;publication_year;text_ok;Первинна-допомога_ПМД_надавачам-медичних-послуг-що-надають-первинну_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Первинна-допомога_ПМД_надавачам-медичних-послуг-що-надають-первинну_2025.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_надавачам-медичних-послуг-що-надають-первинну_2025.pdf
75;Роз'яснення щодо надання спеціалізованої медичної допомоги на 2025 рік та уникнення проблемних питань під час розгляду пропозицій для укладення договорів на 2025 рік;jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/jbHq5qw2SQt9Fiu8JwpRJqDo9EKhszVM4mdTnEEI.pdf;Договори-та-контрактування;Без-пакета;Укладення-договору;2025;title_year;needs_ocr;Договори-та-контрактування_Без-пакета_Укладення-договору_2025.pdf;71;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Договори-та-контрактування_Без-пакета_Укладення-договору_2025.pdf;03_За_напрямами/Договори-та-контрактування/Договори-та-контрактування_Без-пакета_Укладення-договору_2025.pdf
76;Роз'яснення щодо наявності у структурі надавача лабораторій мікробіологічного профілю з 01 січня 2025 року;xIuDmWueRS7CRBLEiGkfygklGsqKrGTNU9AAUkX8.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/xIuDmWueRS7CRBLEiGkfygklGsqKrGTNU9AAUkX8.pdf;Лабораторна-діагностика;Без-пакета;наявності-у-структурі-надавача-лабор;2025;publication_year;needs_ocr;Лабораторна-діагностика_Без-пакета_наявності-у-структурі-надавача-лабор_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Лабораторна-діагностика_Без-пакета_наявності-у-структурі-надавача-лабор_2025.pdf;03_За_напрямами/Лабораторна-діагностика/Лабораторна-діагностика_Без-пакета_наявності-у-структурі-надавача-лабор_2025.pdf
77;Роз'яснення щодо верифікації даних про пацієнтів;n9nH0ArDfBIRbAFKgQpI0cwmlOcODUbfuM622xN2.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/n9nH0ArDfBIRbAFKgQpI0cwmlOcODUbfuM622xN2.pdf;Верифікація-даних;Без-пакета;верифікації-даних-про-пацієнтів;2025;publication_year;text_ok;Верифікація-даних_Без-пакета_верифікації-даних-про-пацієнтів_2025.pdf;;;завантажено;машинний текст доступний;02_Перейменовані/Верифікація-даних_Без-пакета_верифікації-даних-про-пацієнтів_2025.pdf;03_За_напрямами/Верифікація-даних/Верифікація-даних_Без-пакета_верифікації-даних-про-пацієнтів_2025.pdf
78;Роз'яснення щодо інформування щодо кодування діагнозів/інтервенцій у електронних медичних записах про надання медичних послуг в стаціонарних умовах;J4Vwvoqemx0gSAm5Op9fXYVA1blrCqAbWOKzQCE6.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/J4Vwvoqemx0gSAm5Op9fXYVA1blrCqAbWOKzQCE6.pdf;ЕСОЗ-та-ЕМЗ;Без-пакета;Кодування;2025;publication_year;needs_ocr;ЕСОЗ-та-ЕМЗ_Без-пакета_Кодування_2025.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/ЕСОЗ-та-ЕМЗ_Без-пакета_Кодування_2025.pdf;03_За_напрямами/ЕСОЗ-та-ЕМЗ/ЕСОЗ-та-ЕМЗ_Без-пакета_Кодування_2025.pdf
79;Роз’яснення щодо контрактування за пакетом «Первинна медична допомога» у 2025;hhut4IJi9GdWtlgt8qC09zRJ5K70gnmKFvq8YgCA.pdf;pdf;https://backend.nszu.gov.ua/storage/application/25/09/10/hhut4IJi9GdWtlgt8qC09zRJ5K70gnmKFvq8YgCA.pdf;Первинна-допомога;ПМД;Контрактування;2025;title_year;needs_ocr;Первинна-допомога_ПМД_Контрактування_2025_02.pdf;;;завантажено;OCR виконано (кирилиця ru, перевірити українські літери);02_Перейменовані/Первинна-допомога_ПМД_Контрактування_2025_02.pdf;03_За_напрямами/Первинна-допомога/Первинна-допомога_ПМД_Контрактування_2025_02.pdf
